company_symbol,sector,ev_ebitda,revenue_growth,profit_margin,gross_profit_margin,return_on_equity,fixed_asset_turnover,asset_turnover,debt_to_equity,capex_to_revenue,r_and_d_to_revenue,dividend_yield,current_ratio,debt_to_equity_squared,current_ratio_squared,positive_roe,return_on_equity_x_positive_roe
SSP,Consumer Cyclical,13.3475,0.378,0.017,0.505769907,0.022,5.078973803,0.567319434,0.7437,0.0441,0.0,0.0127,2.378,0.5530896900000001,5.654884000000001,1,0.022
NDSN,Industrials,13.7775,0.0908,0.167,0.548180486,0.2601,5.831047985,0.659064628,0.9089,0.0396,0.0,0.0102,2.524,0.8260992100000001,6.370576,1,0.2601
ALSK,Communication Services,3.9649,0.0245,0.039,0.537532047,0.0538,0.622937992,0.51071103,1.0089,0.1643,0.0,0.0,1.386,1.0178792099999998,1.9209959999999997,1,0.0538
DLTH,Consumer Cyclical,14.1273,0.2535,0.05,0.553655024,0.1716,4.297406682,2.113145557,0.2064,0.0986,0.0,0.0,2.025,0.04260096,4.100625,1,0.1716
OSG,Industrials,5.3385,-0.0621,0.037,0.274197557,0.0409,0.587027341,0.442370097,1.0488,0.0541,0.0,0.0,1.94,1.0999814399999999,3.7636,1,0.0409
AXTI,Technology,8.6228,0.0377,0.094,0.361797709,0.0506,1.244494409,0.458102933,0.0,0.3949,0.0576,0.0,4.477,0.0,20.043529000000003,1,0.0506
EPAM,Technology,19.2732,0.2706,0.13,0.355953513,0.1903,17.95405569,1.143386098,0.0198,0.0204,0.0,0.0,4.562,0.0003920400000000001,20.811844000000004,1,0.1903
GDEN,Consumer Cyclical,8.854,0.6796,-0.025,0.396295348,-0.0664,0.951775121,0.623308446,3.0812,0.0799,0.0,0.0,1.878,9.49379344,3.5268839999999995,0,-0.0
PVH,Consumer Cyclical,14.3352,0.0868,0.06,0.549019608,0.0971,9.907535008,0.750044171,0.5565,0.0398,0.0,0.001,1.619,0.30969225,2.621161,1,0.0971
MTD,Healthcare,19.4817,0.0773,0.175,0.573779136,0.8687,4.091260804,1.120945974,1.7535,0.0458,0.0481,0.0,1.424,3.07476225,2.027776,1,0.8687
ASNA,Consumer Cyclical,5.9285,-0.0091,-0.007,0.580680512,-0.0497,5.029273581,1.558997339,1.9906,0.0335,0.0,0.0,1.435,3.9624883599999996,2.059225,0,-0.0
INGR,Consumer Defensive,8.7257,0.0015,0.076,0.234206471,0.1855,2.657415833,1.019727654,0.8794,0.0599,0.0,0.0268,2.26,0.77334436,5.107599999999999,1,0.1855
EPAY,Technology,39.5287,0.1279,0.024,0.559899111,0.03,13.63889946,0.619678978,0.4824,0.0542,0.1459,0.0,1.854,0.23270976,3.4373160000000005,1,0.03
BAS,Energy,12.9546,0.1165,-0.15,0.22628742,-0.659,2.149549578,1.266407361,1.5939,0.0712,0.0,0.0,1.602,2.5405172100000004,2.5664040000000004,0,-0.0
VRA,Consumer Cyclical,5.8397,-0.0644,0.015,0.558693759,0.0246,5.258295456,1.296516088,0.0,0.0259,0.0,0.0,6.009,0.0,36.108081000000006,1,0.0246
WLKP,Basic Materials,6.8802,0.096,0.038,0.293366946,0.2287,1.119621342,0.879283235,2.2131,0.031,0.0,0.0669,5.067,4.897811609999999,25.674489,1,0.2287
TEN,Consumer Cyclical,11.7753,0.2684,0.005,0.143840857,0.0319,3.359897172,0.888981258,3.1825,0.0431,0.0173,0.0365,1.414,10.128306250000001,1.9993959999999997,1,0.0319
SUP,Consumer Cyclical,5.786,0.3554,0.017,0.108885378,0.0696,2.818918965,1.034589726,1.7802,0.0517,0.0,0.0748,2.076,3.16911204,4.309776,1,0.0696
LEA,Consumer Cyclical,4.1154,0.0333,0.054,0.109620068,0.2737,8.139986914,1.823036541,0.4675,0.032,0.0,0.0228,1.395,0.21855625000000004,1.9460250000000001,1,0.2737
APD,Basic Materials,12.1628,0.0907,0.168,0.306902421,0.138,0.899886131,0.465640855,0.3511,0.1756,0.0072,0.0307,2.173,0.12327121000000002,4.721929,1,0.138
AVT,Technology,13.2611,0.0916,-0.008,0.132751922,-0.0334,36.40574555,1.983661505,0.3532,0.0082,0.0,0.0173,2.563,0.12475024000000001,6.568969000000001,0,-0.0
SXC,Basic Materials,5.3306,0.0897,0.018,0.224963816,0.0566,0.986268778,0.709382487,1.8104,0.0691,0.0,0.0,1.958,3.27754816,3.833764,1,0.0566
DAR,Industrials,9.0859,-0.075,0.03,1.0,0.0447,2.007115527,0.692878037,0.7366,0.0893,0.0,0.0,1.661,0.5425795600000001,2.758921,1,0.0447
SAFM,Consumer Defensive,14.8122,-0.0318,0.019,0.080736921,0.0443,2.975395094,1.950057851,0.0,0.0948,0.0,0.013,2.848,0.0,8.111104,1,0.0443
OTEX,Technology,11.6507,0.2288,0.086,0.662196238,0.0652,10.6555175,0.362553829,0.7052,0.0374,0.1147,0.0154,1.335,0.4973070400000001,1.782225,1,0.0652
SANM,Technology,8.5167,0.0352,-0.013,0.065228484,-0.0649,11.0592413,1.740489233,0.4126,0.0161,0.0043,0.0,1.255,0.17023876000000002,1.5750249999999997,0,-0.0
MOD,Consumer Cyclical,8.8989,0.3993,0.011,0.169511673,0.0453,4.170335118,1.336659464,0.9782,0.0338,0.0,0.0,1.248,0.9568752399999999,1.557504,1,0.0453
WBC,Consumer Cyclical,9.8602,0.1594,0.103,0.30605586,0.3349,6.92015896,1.024715134,0.7182,0.0345,0.0481,0.0,3.015,0.5158112399999999,9.090225,1,0.3349
SNA,Industrials,8.7866,-0.0001,0.167,0.526781327,0.2194,8.222222222,0.766767144,0.3654,0.0223,0.015,0.0235,2.329,0.13351716,5.424241000000001,1,0.2194
HZO,Consumer Cyclical,9.6943,0.1188,0.033,0.253304184,0.1113,8.48763661,1.838097037,0.6031,0.0116,0.0,0.0,1.627,0.36372961,2.647129,1,0.1113
SATS,Technology,3.5355,0.1092,-0.019,0.626604755,-0.0098,0.825103978,0.241460803,0.7985,0.2284,0.0132,0.0,2.662,0.6376022499999999,7.086244,0,-0.0
ROCK,Basic Materials,9.3839,0.0157,0.064,0.241786482,0.1069,10.45989774,0.944168719,0.3526,0.0093,0.0,0.0,1.386,0.12432676000000002,1.9209959999999997,1,0.1069
CTLT,Healthcare,17.3949,0.187,0.034,0.305512706,0.0769,1.938769085,0.543664894,2.5042,0.0709,0.0,0.0,2.15,6.27101764,4.6225,1,0.0769
UEPS,Industrials,3.0516,0.0046,0.105,0.503113941,0.1002,23.81353693,0.503476506,0.0773,0.0147,0.0,0.0,1.511,0.005975289999999999,2.2831209999999995,1,0.1002
DIOD,Technology,6.064,0.1516,0.086,0.358550201,0.1117,2.716861929,0.795343334,0.2405,0.0717,0.0711,0.0,2.893,0.057840249999999996,8.369449,1,0.1117
INOV,Technology,31.9436,0.1743,-0.074,0.725539915,-0.0574,3.72237193,0.274628854,1.4154,0.1231,0.0543,0.0,1.926,2.00335716,3.7094759999999996,0,-0.0
CBM,Healthcare,9.7547,-0.0044,0.174,0.369649667,0.1414,1.4758715,0.43491975,0.4589,0.1176,0.0292,0.0,3.928,0.21058920999999997,15.429184,1,0.1414
HSII,Industrials,3.8036,0.1494,0.067,0.973313578,0.1845,21.71931741,1.049992221,0.0,0.0081,0.0,0.0167,1.414,0.0,1.9993959999999997,1,0.1845
LOPE,Consumer Defensive,13.6839,-0.132,0.271,0.501367828,0.1887,7.614450779,0.638587722,0.0494,0.3033,0.0,0.0,3.843,0.00244036,14.768649,1,0.1887
HVT,Consumer Cyclical,5.032,-0.0026,0.037,0.546073107,0.1104,3.770926715,1.857728333,0.185,0.0233,0.0,0.0916,2.288,0.034225,5.234943999999999,1,0.1104
KEX,Industrials,14.1036,0.3415,0.026,0.272579465,0.0244,0.839226883,0.505943871,0.4389,0.1016,0.0,0.0,1.804,0.19263321,3.254416,1,0.0244
SMTC,Technology,20.1635,0.0801,0.062,0.598745932,0.0548,4.718403352,0.541407252,0.3406,0.06,0.1783,0.0,3.655,0.11600836,13.359024999999999,1,0.0548
B,Industrials,11.2827,0.0413,0.111,0.355885363,0.1381,4.037149388,0.532540041,0.7847,0.0374,0.0,0.0116,2.253,0.6157540899999999,5.076009000000001,1,0.1381
SCHN,Industrials,4.1149,0.4012,0.066,0.149798179,0.2349,5.688362829,2.140368043,0.1612,0.0328,0.0,0.0285,1.761,0.025985440000000002,3.1011209999999996,1,0.2349
GVA,Industrials,9.4244,0.1099,0.013,0.117282533,0.0314,6.036904571,1.33990659,0.2829,0.0286,0.0,0.0129,2.088,0.08003241,4.359744,1,0.0314
EVTC,Technology,13.2268,0.1148,0.19,0.566048794,0.408,12.34580965,0.489456396,2.5457,0.091,0.0,0.0035,1.581,6.480588490000001,2.499561,1,0.408
ODFL,Industrials,9.5119,0.2042,0.15,0.827074742,0.226,1.467796248,1.140584546,0.0168,0.1438,0.0,0.0042,1.98,0.00028223999999999995,3.9204,1,0.226
KRA,Basic Materials,7.014,0.0262,0.033,0.288618191,0.0937,2.136724675,0.694950157,2.1431,0.0552,0.0205,0.0,2.193,4.59287761,4.809249,1,0.0937
FCFS,Financial Services,11.9358,0.0006,0.086,0.542865855,0.1162,7.07686622,0.844819718,0.4483,0.0313,0.0,0.0126,5.937,0.20097289,35.247969000000005,1,0.1162
VREX,Healthcare,16.6161,0.1079,0.036,0.328290665,0.0645,5.33747412,0.78287276,0.9146,0.0264,0.1073,0.0,3.014,0.83649316,9.084195999999999,1,0.0645
LM,Financial Services,11.6442,0.0878,0.091,1.0,0.0745,21.16034392,0.385195818,0.6138,0.0119,0.0,0.0286,1.964,0.37675044,3.857296,1,0.0745
LXU,Basic Materials,12.5141,-0.1154,-0.272,0.04187381,-0.2111,0.388155788,0.329312142,1.2676,0.098,0.0,0.0,1.323,1.6068097600000002,1.7503289999999998,0,-0.0
SON,Consumer Cyclical,9.5465,0.0703,0.058,0.193102944,0.1783,4.369303165,1.176170866,0.7874,0.0357,0.0,0.0305,1.403,0.61999876,1.968409,1,0.1783
NLS,Consumer Cyclical,9.5982,-0.0232,0.037,0.45806837,0.0803,17.85888549,1.191650848,0.1752,0.0262,0.0424,0.0,1.667,0.03069504,2.778889,1,0.0803
SITE,Industrials,29.0854,0.1346,0.035,0.321024476,0.2449,23.89479638,1.807702182,1.8983,0.0054,0.0,0.0,2.71,3.6035428900000004,7.3441,1,0.2449
MSTR,Technology,36.7195,-0.0123,0.045,0.800057471,0.0425,9.584891851,0.581510409,0.0,0.0138,0.206,0.0,3.014,0.0,9.084195999999999,1,0.0425
RBA,Industrials,15.0989,0.2047,0.104,0.544115259,0.1462,2.404497338,0.570078094,0.8803,0.0277,0.0,0.0214,1.371,0.77492809,1.879641,1,0.1462
GRMN,Technology,12.1351,0.0724,0.207,0.591412134,0.1667,5.044925075,0.621871132,0.0,0.0461,0.1696,0.0332,2.893,0.0,8.369449,1,0.1667
EPC,Consumer Defensive,10.6734,-0.0278,0.046,0.464017186,0.0592,5.268568734,0.565198695,0.7434,0.0277,0.0273,0.0,1.327,0.5526435599999999,1.760929,1,0.0592
AMWD,Basic Materials,14.1665,0.2136,0.051,0.204277622,0.1086,5.429104915,0.759885617,1.3995,0.0399,0.0,0.0,2.138,1.95860025,4.571044,1,0.1086
MSM,Industrials,11.1034,0.1095,0.103,0.434773421,0.2373,10.2792178,1.399851533,0.3859,0.014,0.0,0.0257,2.339,0.14891881,5.470921,1,0.2373
GEF,Consumer Cyclical,6.6956,0.0648,0.054,0.203650163,0.189,3.250104875,1.212532866,0.8216,0.0353,0.0,0.0359,1.457,0.6750265599999999,2.1228490000000004,1,0.189
MPAA,Consumer Cyclical,8.2231,0.013,0.045,0.250341482,0.0672,15.0959678,0.773944793,0.2474,0.0232,0.0133,0.0,1.458,0.061206760000000006,2.1257639999999998,1,0.0672
GGG,Industrials,14.7794,0.1211,0.206,0.533807095,0.4536,7.210327308,1.122595215,0.369,0.0326,0.0382,0.0129,2.412,0.136161,5.817743999999999,1,0.4536
TDS,Communication Services,4.1871,0.0129,0.026,0.542767665,0.0296,1.502647059,0.522232444,0.5349,0.1519,0.0,0.0197,2.651,0.28611801000000003,7.027800999999999,1,0.0296
GTLS,Industrials,14.1446,0.2864,0.081,0.272894955,0.0995,3.002769316,0.571375876,0.6155,0.0328,0.0,0.0,1.805,0.37884025000000005,3.258025,1,0.0995
CONN,Consumer Cyclical,14.3022,-0.0506,0.004,0.524848766,0.0121,10.5903585,0.797575651,2.039,0.0112,0.0,0.0,6.581,4.157521000000001,43.309561,1,0.0121
EZPW,Financial Services,4.2644,0.0877,0.048,0.593609214,0.0526,11.04583905,0.65512007,0.5613,0.0498,0.0,0.0,2.883,0.31505769,8.311689,1,0.0526
NPO,Industrials,10.6299,0.1698,0.013,0.312663185,0.0229,5.086321381,0.892877958,0.542,0.023,0.0,0.016,2.507,0.293764,6.285049000000001,1,0.0229
SEM,Healthcare,8.7507,0.164,0.027,0.145672981,0.1716,5.185962585,0.851950408,4.1324,0.0329,0.0,0.0,1.407,17.076729759999996,1.979649,1,0.1716
GNRC,Technology,9.7849,0.2049,0.118,0.358316234,0.3133,6.876986919,0.833966255,1.3406,0.0234,0.0247,0.0,1.999,1.79720836,3.9960010000000006,1,0.3133
SHLO,Industrials,6.9875,0.094,0.01,0.101842722,0.0575,3.605409645,1.606290203,1.2363,0.044,0.0,0.0,1.367,1.5284376899999998,1.868689,1,0.0575
IVC,Healthcare,28.7541,0.0061,-0.045,0.275288554,-0.1223,13.08571313,1.097636746,0.7118,0.0064,0.0,0.0119,2.005,0.50665924,4.0200249999999995,0,-0.0
ITT,Industrials,7.5548,0.0618,0.122,0.323194055,0.1831,5.291249036,0.713606114,0.0638,0.0348,0.0358,0.0111,1.886,0.00407044,3.556996,1,0.1831
MTRX,Energy,40.7641,-0.0885,-0.011,0.084224953,-0.036,15.02585174,1.95607249,0.0,0.008,0.0,0.0,1.497,0.0,2.2410090000000005,0,-0.0
PGTI,Basic Materials,10.608,0.3667,0.077,0.348561832,0.1399,6.03673935,0.810172904,0.9513,0.0426,0.0,0.0,2.846,0.9049716900000001,8.099716,1,0.1399
MDP,Consumer Cyclical,26.8646,0.3215,0.029,0.616641639,0.0605,4.68100062,0.334401631,2.857,0.0235,0.0,0.0405,1.645,8.162449,2.706025,1,0.0605
WWE,Consumer Cyclical,28.7486,0.1613,0.107,0.345078266,0.3149,6.281087724,1.328232655,0.6764,0.0347,0.0,0.0064,1.326,0.45751696000000003,1.7582760000000002,1,0.3149
NOVT,Technology,21.8903,0.1785,0.08,0.425707714,0.1334,9.38434865,0.853748596,0.5631,0.0234,0.0831,0.0,2.704,0.31708161000000007,7.311616000000001,1,0.1334
MYGN,Healthcare,13.8555,0.0206,0.179,0.761731881,0.138,17.21527778,0.632774611,0.0096,0.0113,0.0952,0.0,3.205,9.215999999999998e-05,10.272025000000001,1,0.138
AEIS,Technology,6.9981,0.0714,0.205,0.508570133,0.2423,22.99056574,0.880472857,0.0,0.0283,0.1057,0.0,5.153,0.0,26.553408999999995,1,0.2423
LHCG,Healthcare,28.0298,0.7033,0.035,0.361115669,0.0483,22.74880284,0.938429472,0.1851,0.0182,0.0,0.0,1.78,0.034262009999999996,3.1684,1,0.0483
CNNE,Financial Services,8.6595,0.0307,0.023,0.177617388,0.0245,6.833333333,0.825899281,0.0428,0.0091,0.0,0.0,2.823,0.0018318399999999997,7.969329,1,0.0245
BRC,Industrials,10.2434,0.0544,0.078,0.501163265,0.1211,11.98479759,1.110622169,0.07,0.0186,0.0386,0.0217,2.469,0.004900000000000001,6.095960999999999,1,0.1211
VRTU,Technology,20.7875,0.1886,-0.003,0.289245583,0.003,8.396076173,0.916894842,0.7158,0.0155,0.0,0.0,2.535,0.51236964,6.4262250000000005,1,0.003
UTHR,Healthcare,4.4278,-0.0565,0.362,0.877933407,0.2113,2.326425611,0.478623934,0.0897,0.1133,0.2199,0.0,6.392,0.00804609,40.85766400000001,1,0.2113
CALM,Consumer Defensive,11.272,0.3987,0.084,0.240227768,0.1321,3.533118312,1.306389603,0.0064,0.0124,0.0,0.0,5.448,4.096e-05,29.680704000000006,1,0.1321
LSCC,Technology,28.6216,0.0333,-0.066,0.550249624,-0.1018,11.43247427,0.639421697,1.0046,0.021,0.2067,0.0,4.097,1.0092211599999998,16.785409000000005,0,-0.0
MCRN,Industrials,9.2878,0.0194,0.033,0.319980925,0.0788,5.83310153,0.726233766,1.5847,0.0176,0.0,0.0,2.458,2.51127409,6.041764000000001,1,0.0788
AME,Technology,14.1742,0.1269,0.161,0.342469219,0.1834,8.745009294,0.559421714,0.6206,0.0164,0.0,0.0083,1.459,0.3851443600000001,2.1286810000000003,1,0.1834
BKNG,Consumer Cyclical,14.8579,0.1456,0.275,1.0,0.4551,22.14481707,0.640322652,0.9845,0.0304,0.0,0.0,2.365,0.9692402500000001,5.593225000000001,1,0.4551
KEM,Technology,2.9767,0.5847,0.212,0.282821508,0.5478,2.961099488,0.981403572,0.6998,0.0542,0.0326,0.0,2.36,0.48972003999999997,5.569599999999999,1,0.5478
IIIN,Basic Materials,11.1217,0.1655,0.08,0.156232004,0.1501,4.269670649,1.375326977,0.0,0.0407,0.0,0.0314,2.715,0.0,7.371224999999999,1,0.1501
BLD,Basic Materials,8.9779,0.2507,0.057,0.241649257,0.1257,14.19525366,0.971366424,0.6935,0.0217,0.0,0.0,1.586,0.48094225,2.5153960000000004,1,0.1257
LUNA,Technology,4.1836,0.2973,0.25,0.452915838,0.1765,11.82982183,0.567697918,0.0117,0.009,0.0878,0.0,5.62,0.00013689,31.584400000000002,1,0.1765
GWR,Industrials,9.8918,0.0636,0.104,0.64679994,0.0714,0.509113998,0.298476411,0.7171,0.1169,0.0,0.0,1.303,0.51423241,1.697809,1,0.0714
VRS,Basic Materials,2.3746,0.0898,0.064,0.134601044,0.1887,2.63976378,1.578575633,0.0,0.0272,0.0,0.0,1.901,0.0,3.613801,1,0.1887
HUBB,Technology,10.3088,0.2216,0.08,0.290157753,0.2023,8.925911173,0.919870282,1.0071,0.0215,0.0,0.0317,1.958,1.0142504100000003,3.833764,1,0.2023
UAN,Basic Materials,11.3257,0.0613,-0.142,0.090369201,-0.1001,0.345811828,0.279883098,1.2584,0.0564,0.0,0.0,1.582,1.5835705599999998,2.502724,0,-0.0
GMED,Healthcare,18.08,0.1211,0.219,0.776413841,0.132,4.148231543,0.548155182,0.0,0.0837,0.0778,0.0,6.562,0.0,43.059844000000005,1,0.132
MRCY,Technology,22.6422,0.207,0.083,0.457958896,0.053,9.674068262,0.463309785,0.2526,0.0306,0.1192,0.0,4.628,0.06380675999999999,21.418384,1,0.053
LCII,Consumer Cyclical,7.3715,0.1527,0.06,0.210171471,0.2103,7.667980897,1.99036975,0.4156,0.0484,0.0,0.0352,2.966,0.17272336000000002,8.797156000000001,1,0.2103
ICFI,Industrials,11.8715,0.0885,0.046,0.359099175,0.093,27.81359526,1.102244736,0.3035,0.0163,0.0,0.0086,1.41,0.09211224999999999,1.9880999999999998,1,0.093
ACIW,Industrials,16.1801,-0.0141,0.068,0.573817069,0.0657,13.88414525,0.475760381,0.6408,0.0181,0.1422,0.0,1.91,0.41062464000000004,3.6481,1,0.0657
CECE,Industrials,11.6825,-0.0224,-0.021,0.330637726,-0.0399,15.19545045,0.859282901,0.4265,0.0092,0.0,0.0,1.548,0.18190225,2.396304,0,-0.0
IART,Healthcare,21.7209,0.2392,0.041,0.611871715,0.0442,4.906304979,0.473775591,0.9843,0.0525,0.053,0.0,2.952,0.9688464899999999,8.714304,1,0.0442
III,Industrials,13.1412,0.0231,0.021,0.420090728,0.0722,41.55650995,1.284253322,1.2402,0.0145,0.0,0.0,2.416,1.5380960399999999,5.837056,1,0.0722
JILL,Consumer Cyclical,4.8889,0.0925,0.079,0.664732971,0.3088,5.895499071,1.168332059,1.3478,0.055,0.0,0.0,1.255,1.8165648400000003,1.5750249999999997,1,0.3088
WWW,Consumer Cyclical,12.1887,-0.0471,0.089,0.411441586,0.2029,17.10618793,1.025697403,0.5786,0.0097,0.0,0.0075,1.834,0.33477796,3.3635560000000004,1,0.2029
STMP,Technology,12.7035,0.2522,0.287,0.783774896,0.2748,16.15240664,0.688259726,0.0988,0.0049,0.0964,0.0,1.518,0.00976144,2.3043240000000003,1,0.2748
SCVL,Consumer Cyclical,5.2208,0.018,0.019,0.290700915,0.0616,11.81271733,2.452365369,0.0,0.0193,0.0,0.0135,5.646,0.0,31.877316,1,0.0616
MYRG,Industrials,6.3817,0.0911,0.02,0.10910618,0.0962,9.457965804,2.044953289,0.2862,0.0301,0.0,0.0,1.676,0.08191044,2.808976,1,0.0962
FN,Technology,9.0637,-0.0342,0.061,0.111822439,0.1136,6.246243854,1.260939617,0.0879,0.0243,0.0,0.0,3.163,0.007726410000000001,10.004568999999998,1,0.1136
VSAT,Technology,30.3733,0.0226,-0.042,0.297130046,-0.0366,0.812558122,0.467069153,0.5572,0.3208,0.1056,0.0,1.313,0.31047184000000005,1.7239689999999999,0,-0.0
CACI,Technology,12.62,0.026,0.067,0.333325574,0.143,44.17500494,1.107494263,0.5043,0.0093,0.0,0.0,1.728,0.25431848999999995,2.9859839999999997,1,0.143
GLDD,Industrials,8.5742,0.0484,-0.01,0.179543972,-0.0293,1.678445803,0.850088529,1.5514,0.0573,0.0,0.0,1.267,2.4068419599999995,1.6052889999999997,0,-0.0
FIZZ,Consumer Defensive,17.9451,0.18,0.153,0.400862325,0.4519,11.37126342,2.126560484,0.0,0.0327,0.0,0.017,3.372,0.0,11.370384,1,0.4519
DORM,Consumer Cyclical,14.6917,0.078,0.137,0.38336149,0.1836,9.870599207,0.995500488,0.0,0.0268,0.0,0.0,3.103,0.0,9.628609,1,0.1836
AIN,Consumer Cyclical,10.9023,0.1375,0.084,0.355986235,0.137,2.126324788,0.692866391,0.8673,0.083,0.0413,0.0111,3.133,0.7522092899999999,9.815689,1,0.137
QES,Energy,3.189,0.3797,-0.028,0.224788783,-0.0824,3.92748801,1.862134839,0.1633,0.0897,0.0,0.0,1.789,0.02666689,3.2005209999999997,0,-0.0
HXL,Industrials,11.724,0.1094,0.126,0.265314513,0.2092,1.166586731,0.775149605,0.7238,0.0841,0.0255,0.0096,2.069,0.52388644,4.280761,1,0.2092
SWM,Basic Materials,6.6617,0.0603,0.091,0.267454144,0.1694,3.059947105,0.710057961,1.1151,0.0285,0.0146,0.0691,2.991,1.24344801,8.946081000000001,1,0.1694
MERC,Basic Materials,4.6281,0.2468,0.088,0.225920926,0.2212,1.416281842,0.737810486,1.8335,0.0597,0.0,0.0479,4.149,3.3617222499999997,17.214201,1,0.2212
AGFS,Basic Materials,10.4608,0.09,-0.168,0.741193382,-0.0825,13.4536835,0.198808612,1.1164,0.0233,0.0776,0.0,2.234,1.2463489600000002,4.990756,0,-0.0
UVV,Consumer Defensive,6.6972,-0.018,0.052,0.182870055,0.0787,6.281608059,0.937894027,0.3088,0.0142,0.0,0.0452,5.935,0.09535744000000002,35.224225,1,0.0787
TWI,Industrials,5.9409,0.0909,0.002,0.123730036,0.0576,4.163482924,1.280639613,1.6537,0.0243,0.007,0.0043,2.078,2.73472369,4.318083999999999,1,0.0576
LOGI,Technology,18.1657,0.1555,0.081,0.354222645,0.1985,29.74210929,1.472536897,0.0,0.0155,0.056,0.0175,2.038,0.0,4.1534439999999995,1,0.1985
DCO,Industrials,13.0756,0.1274,0.014,0.194811118,0.0352,5.878901397,0.976064733,0.9002,0.028,0.0,0.0,2.245,0.81036004,5.040025000000001,1,0.0352
FLWS,Consumer Cyclical,10.594,-0.0349,0.035,0.424529981,0.1295,7.052289702,2.017767027,0.325,0.0289,0.0341,0.0,2.188,0.10562500000000001,4.787344000000001,1,0.1295
EBIX,Technology,11.3028,0.3678,0.187,0.661699068,0.1948,9.898317891,0.309026926,1.5385,0.0324,0.0785,0.007,1.346,2.36698225,1.8117160000000003,1,0.1948
MSG,Consumer Cyclical,39.6855,0.1825,0.091,0.394343513,0.0558,1.243623726,0.417297325,0.0417,0.1231,0.0,0.0,1.849,0.00173889,3.4188009999999998,1,0.0558
ANSS,Technology,20.4391,0.1811,0.324,0.879498561,0.1583,20.98185062,0.396096222,0.0,0.0168,0.1807,0.0,2.499,0.0,6.245001,1,0.1583
MMS,Industrials,10.2785,-0.024,0.092,0.248464198,0.2037,30.85004643,1.636276334,0.0005,0.0111,0.0,0.0028,2.915,2.5e-07,8.497225,1,0.2037
ITRI,Technology,40.0457,0.1773,-0.042,0.307358181,-0.1393,10.4882212,0.910744881,1.4265,0.0252,0.0875,0.0,1.373,2.0349022500000005,1.885129,0,-0.0
NR,Energy,6.7519,0.2658,0.034,0.18971357,0.0567,2.992630251,1.033514075,0.2839,0.0449,0.0,0.0,3.687,0.08059920999999999,13.593969,1,0.0567
ANGO,Healthcare,25.0668,-0.0301,0.062,0.549792666,0.0301,10.17518958,0.370893529,0.1689,0.0091,0.093,0.0,2.932,0.028527209999999997,8.596624,1,0.0301
AEGN,Industrials,13.0041,-0.0187,0.002,0.200159272,0.0063,12.45638386,1.343757715,0.6731,0.0208,0.0,0.0,2.194,0.45306361000000006,4.813636,1,0.0063
LE,Consumer Cyclical,15.8227,0.0531,0.02,0.424548777,0.0918,10.30525051,1.251341698,1.5834,0.0271,0.0,0.0,2.369,2.5071555599999997,5.612161000000001,1,0.0918
PRIM,Industrials,5.9469,0.2351,0.026,0.110814573,0.1282,7.820173245,1.843919036,0.6093,0.0335,0.0,0.0125,1.487,0.37124648999999993,2.2111690000000004,1,0.1282
BBGI,Consumer Cyclical,8.1643,0.109,0.025,0.239778431,0.0236,4.458499451,0.378065248,0.8848,0.0163,0.0,0.0533,2.458,0.7828710400000001,6.041764000000001,1,0.0236
FNKO,Consumer Cyclical,11.5858,0.3294,0.014,0.37606931,0.0605,15.48837367,1.029614011,1.5985,0.0392,0.0,0.0,1.819,2.5552022500000002,3.3087609999999996,1,0.0605
SSTK,Technology,9.2232,0.1187,0.088,0.570523867,0.1908,8.180422114,1.172651123,0.0,0.056,0.0945,0.0833,1.374,0.0,1.8878760000000003,1,0.1908
BGG,Industrials,10.1074,0.0533,-0.006,0.211600101,-0.0198,4.457197688,1.302865857,0.4347,0.0547,0.0,0.0317,1.768,0.18896408999999997,3.125824,0,-0.0
FDP,Consumer Defensive,16.9428,0.0999,-0.005,0.062262178,-0.0129,3.227912656,1.380529614,0.3915,0.0296,0.0,0.0213,1.943,0.15327225,3.775249,0,-0.0
NUS,Consumer Defensive,11.3624,0.1755,0.045,0.76329298,0.1559,5.767074601,1.58105245,0.5506,0.0263,0.0,0.0238,1.818,0.30316035999999996,3.305124,1,0.1559
SPSC,Technology,31.1221,0.1279,0.096,0.670689655,0.0748,11.84520685,0.642903945,0.0,0.0554,0.089,0.0,4.416,0.0,19.501056000000002,1,0.0748
MD,Healthcare,8.5394,0.0546,0.074,0.271311661,0.087,40.32911294,0.61425426,0.6394,0.0134,0.0,0.0,1.313,0.40883235999999995,1.7239689999999999,1,0.087
PSMT,Consumer Defensive,14.5492,0.0568,0.023,0.161108308,0.0981,5.327533677,2.603356484,0.1353,0.0308,0.0,0.0081,1.396,0.01830609,1.9488159999999997,1,0.0981
JBT,Industrials,13.0522,0.1741,0.054,0.280043757,0.2278,8.008760951,1.330814558,0.8483,0.0192,0.0,0.0056,1.274,0.7196128900000001,1.623076,1,0.2278
ENVA,Financial Services,8.4683,0.3204,0.063,0.487466721,0.2016,22.48247331,0.838794294,2.467,0.0144,0.101,0.0,6.879,6.086089,47.320640999999995,1,0.2016
TPIC,Industrials,22.9459,0.0779,0.005,0.070745243,0.0239,6.458440752,1.702265832,0.6228,0.0512,0.0,0.0,1.534,0.38787984000000003,2.3531560000000002,1,0.0239
