Company_symbol,Sector,Enterprise_Value_over_EBITDA,Revenue_Growth,Profit_Margin,grossProfitMargin,returnOnEquity,fixedAssetTurnover,assetTurnover,Debt_to_Equity,Capex_to_Revenue,R&D_to_Revenue,Dividend_Yield,currentRatio
CLNE,Energy,5.2528,0.0141,-0.011,0.385357039,-0.0075,0.988164921,0.495534143,0.1657,0.0714,0.0,0.0,2.811
NX,Basic Materials,7.9513,0.0268,0.03,0.217151334,0.0666,4.418657198,1.197212378,0.5328,0.0293,0.0,0.0135,1.866
RECN,Industrials,14.1831,0.1212,0.029,0.376156691,0.07,29.18524963,1.511828767,0.2344,0.0034,0.0,0.0292,2.062
AVX,Technology,7.5178,0.1903,0.003,0.204075076,0.0022,3.735420263,0.584590645,0.0,0.0643,0.0,0.0278,5.777
KE,Technology,6.6936,0.1516,0.016,0.080247299,0.0471,7.813286204,1.761062688,0.0234,0.0247,0.0,0.0,1.912
ASYS,Technology,3.698,0.2044,0.053,0.368984438,0.057,9.520696546,0.669671901,0.0633,0.0138,0.0285,0.0,2.738
APEI,Consumer Defensive,4.8697,-0.0052,0.086,0.612747617,0.0798,3.426376308,0.802481683,0.0,0.0317,0.0,0.0,5.247
PSB,Real Estate,10.8542,0.0282,0.418,0.693973147,0.1284,0.208706168,0.199901962,0.0,0.0898,0.0,0.029,0.846713099
GORO,Basic Materials,7.0259,0.0468,0.081,0.292174004,0.073,1.036550943,0.767027426,0.0266,0.3476,0.0408,0.005,1.785
VICR,Technology,34.4085,0.2782,0.109,0.477202802,0.1727,5.774508249,1.317332224,0.0006,0.0623,0.1521,0.0,4.585
MORN,Industrials,13.3126,0.1187,0.179,0.596921267,0.1958,7.107317073,0.70154079,0.0749,0.0746,0.0,0.0091,1.658
ICD,Energy,19.1104,0.5844,-0.14,0.332300205,-0.0511,0.287403995,0.243833588,0.3336,0.2633,0.0,0.0,1.855
CW,Technology,10.054,0.062,0.114,0.361244032,0.1801,6.437396573,0.740875503,0.4981,0.0184,0.0268,0.0059,1.955
ALE,Utilities,12.5093,0.0559,0.116,0.270118778,0.0808,0.383823379,0.290145208,0.6893,0.2085,0.0,0.0294,0.825
Y,Financial Services,37.0377,0.072,0.006,0.254008329,0.0051,35.27481139,0.271737552,0.217,0.0034,0.0,0.016,0.835827719
UEIC,Technology,6.1636,-0.0223,0.018,0.208461413,0.0453,7.097673205,1.224344668,0.386,0.0333,0.035,0.0,1.359
ORA,Utilities,11.1375,0.0382,0.136,0.375986942,0.0742,0.323809194,0.230434588,0.9607,0.3594,0.0058,0.0101,1.307
AIMC,Industrials,22.5096,0.3406,0.03,0.320001327,0.0191,3.225417124,0.270990962,0.9242,0.0319,0.0281,0.027,2.088
HMTV,Communication Services,21.3668,0.1817,-0.074,0.713256141,-0.047,4.566394486,0.293414488,0.8887,0.0723,0.0,0.0,3.628
NVEE,Industrials,14.355,0.2554,0.064,0.481734401,0.0846,35.80380235,0.951436094,0.148,0.0053,0.0,0.0,2.537
ATRO,Industrials,12.382,0.2863,0.058,0.224954435,0.1211,6.646059142,1.036941031,0.6052,0.0203,0.0,0.0,2.921
AZZ,Industrials,14.069,-0.0615,0.056,0.197807337,0.0799,3.737197667,0.788195785,0.5324,0.036,0.0,0.0166,2.499
ENSG,Healthcare,11.8265,0.1035,0.045,0.134503119,0.1563,3.29737394,1.726507202,0.4116,0.0664,0.0,0.005,1.293
CYBE,Technology,18.0601,0.2135,0.044,0.442073548,0.0503,22.62146103,0.928550933,0.0,0.0303,0.1363,0.0,3.864
ECOL,Industrials,14.8063,0.1228,0.088,0.300557668,0.1381,2.189759444,0.597034702,1.0133,0.0711,0.0,0.0114,2.339
SHEN,Communication Services,10.9283,0.0308,0.074,0.591060689,0.1054,0.899473736,0.42488446,1.7417,0.2166,0.0,0.0061,2.374
GV,Industrials,4.6667,0.2123,0.036,0.16764952,0.0844,2.823567492,1.227460807,0.4897,0.1345,0.0,0.0,2.35
HNI,Industrials,8.4934,0.0377,0.041,0.369830307,0.1659,5.865683119,1.610660673,0.4526,0.0177,0.0,0.033,1.225
NEU,Basic Materials,13.8835,0.0415,0.103,0.255653313,0.4791,3.554634255,1.349030858,1.5738,0.0326,0.0613,0.017,2.998
FSS,Industrials,8.7026,0.2126,0.086,0.258926113,0.1773,6.869482976,1.06417269,0.3963,0.0129,0.0,0.0156,2.069
HCI,Financial Services,7.3173,-0.0537,0.077,0.52731612,0.0977,17.34083071,0.277707138,1.3787,0.0095,0.0,0.029,1.277565846
FRPH,Real Estate,3.8858,0.4115,5.652,0.089092725,0.3414,0.07277498,0.043565822,0.2435,0.3312,0.0,0.0,0.914
HOS,Energy,44.6631,0.1097,-0.561,0.304900096,-0.0911,0.087235695,0.076828893,0.9327,0.2477,0.0,0.0,1.858
HY,Industrials,12.8237,0.1002,0.011,0.156596522,0.0658,10.71708305,1.822168647,0.5717,0.0122,0.0,0.0199,1.458
BCPC,Basic Materials,17.371,0.0822,0.122,0.317319658,0.1136,3.371476909,0.655908412,0.2256,0.0283,0.018,0.006,2.758
CLH,Industrials,8.5556,0.1207,0.02,0.301412325,0.0561,2.112899798,0.882830287,1.3443,0.0539,0.0,0.0,1.996
USNA,Consumer Defensive,12.2122,0.1356,0.106,0.831229483,0.3227,12.92309698,2.144864491,0.0,0.0093,0.0,0.0,2.639
OTTR,Utilities,12.7564,0.079,0.09,0.222658812,0.113,0.579626943,0.446499103,0.8352,0.115,0.0,0.027,1.419
PAHC,Healthcare,16.7224,0.0729,0.079,0.32546934,0.3508,6.302318074,1.220794457,1.689,0.0226,0.0,0.0085,2.901
CKH,Energy,4.9312,0.2841,0.07,0.291836075,0.0826,0.987288987,0.568141648,0.5036,0.0409,0.0,0.0,3.217
TREC,Basic Materials,16.2038,0.1745,-0.008,0.096613089,-0.0126,1.474721504,0.872605828,0.5543,0.0878,0.0,0.0,3.187
MATX,Industrials,8.4517,0.0859,0.049,0.156469318,0.1443,1.626518367,0.914581962,1.1339,0.1192,0.0,0.0256,0.859
HCKT,Industrials,13.2337,0.0336,0.084,0.348396394,0.1935,14.47529114,1.581653315,0.0526,0.0337,0.0,0.0214,1.653
OXM,Consumer Cyclical,10.3169,0.0622,0.06,0.564008282,0.1514,5.612536363,1.5518608,0.1066,0.0357,0.0,0.0141,1.749
CMT,Consumer Cyclical,18.0167,0.6669,-0.018,0.100714325,-0.0483,3.341123523,1.339401982,0.5902,0.0215,0.0,0.0141,1.998
ALGT,Industrials,6.4872,0.1034,0.097,0.327949854,0.2344,0.902655706,0.667334356,1.8422,0.2008,0.0,0.0279,0.964
RTIX,Healthcare,23.2105,0.0046,-0.012,0.498915811,-0.0068,3.602829874,0.777591047,0.2672,0.0393,0.0513,0.0,3.141
GTY,Real Estate,16.9474,0.1328,0.351,0.82624572,0.0821,0.152514245,0.117136051,0.7647,0.5992,0.0,0.0445,2.42718926
WTS,Industrials,9.8137,0.0743,0.082,0.419515624,0.1436,7.750866766,0.946302231,0.3965,0.0215,0.0,0.0127,2.069
IMKTA,Consumer Defensive,6.3792,0.0225,0.024,0.239485974,0.1635,3.140955881,2.242742403,1.4538,0.0362,0.0,0.0196,1.91
CECO,Consumer Defensive,6.7708,-0.0254,0.095,0.810944854,0.1554,19.3455804,1.204776028,0.0,0.0116,0.0,0.0,2.776
TR,Consumer Defensive,21.3827,-0.0007,0.11,0.362624297,0.0758,2.788378354,0.54775318,0.0105,0.0532,0.0,0.0369,4.953
CABO,Communication Services,11.8606,0.117,0.154,0.654694837,0.2125,1.264530136,0.465560599,1.4995,0.1998,0.0,0.0091,2.377
LCUT,Consumer Cyclical,11.92,0.2158,-0.002,0.363011715,-0.0062,27.34810962,0.994312505,1.0949,0.0109,0.0,0.017,3.756
ERIE,Financial Services,14.9521,0.4081,0.121,0.144547589,0.296,18.20817537,1.339580403,0.1024,0.0211,0.0,0.0252,2.137
HSTM,Technology,10.2362,0.0778,0.139,0.585460417,0.101,14.59826043,0.524079756,0.0,0.0797,0.1111,0.0414,2.259
FIX,Industrials,8.4788,0.2209,0.052,0.204445139,0.2267,21.91249573,2.054350609,0.1544,0.0117,0.0,0.0076,1.305
OFIX,Healthcare,21.7352,0.0443,0.03,0.786712932,0.0412,10.5764445,0.970857683,0.0,0.0337,0.0733,0.0,2.848
KVHI,Technology,28.1607,0.0667,-0.048,0.413800575,-0.0827,3.372523848,0.909987637,0.2951,0.0931,0.0876,0.0,1.388
TTGT,Technology,15.6683,0.1177,0.107,0.761326267,0.0977,11.13044675,0.687583233,0.1882,0.0456,0.0731,0.0,4.818
ARCB,Industrials,4.3204,0.0946,0.022,1.0,0.0937,4.901531715,2.00995692,0.4064,0.0161,0.0,0.0093,1.439
MG,Industrials,12.1594,0.059,0.009,0.280020044,0.0252,7.906214388,1.069617326,1.1208,0.0258,0.0045,0.0,2.018
VHI,Basic Materials,2.7133,-0.008,0.139,0.35907479,0.4127,3.352795031,0.697261588,1.2597,0.0325,0.0,0.0415,4.014
HAYN,Industrials,21.9472,0.1015,-0.05,0.1282602,-0.0653,2.426566332,0.739477555,0.0253,0.0255,0.0087,0.025,5.89
TPB,Consumer Defensive,15.3705,0.1641,0.076,0.428513029,0.3061,31.41779205,0.980275623,2.6714,0.0068,0.0,0.0061,1.754
DGII,Technology,19.4801,0.2573,0.006,0.476791641,0.0039,27.33612641,0.613646257,0.0,0.0049,0.1453,0.0,4.555
FICO,Technology,33.4366,0.0697,0.126,0.687147676,0.44,20.47926777,0.751725522,2.6578,0.0313,0.1284,0.0,0.836
GRC,Industrials,12.3456,0.0921,0.096,0.265295631,0.1364,3.65074498,1.125045481,0.0,0.0252,0.0,0.0774,4.306
OLP,Real Estate,14.5238,0.0423,0.261,0.85344893,0.0695,0.112162436,0.101325117,1.5565,0.0924,0.0,0.0743,1.817335244
PZN,Financial Services,24.7458,0.0869,0.09,1.0,0.418,28.47219132,0.898248877,0.0,0.0011,0.0,0.0139,2.210253548
HWKN,Basic Materials,40.9393,0.0425,-0.018,0.172085154,-0.0454,4.071592396,1.289464463,0.4975,0.0384,0.0,0.0274,2.229
SJW,Utilities,9.6732,0.0218,0.097,0.491789016,0.0436,0.289692824,0.203282169,0.5976,0.373,0.0,0.0201,3.066
GFF,Basic Materials,7.0923,0.297,0.064,0.267736074,0.2649,5.775077958,0.948691778,2.3632,0.025,0.0,0.0828,2.322
SMP,Consumer Cyclical,12.3416,-0.0216,0.039,0.286421605,0.092,12.03308945,1.295231352,0.1053,0.0184,0.0,0.0169,1.747
GNK,Industrials,9.5661,0.7526,-0.09,0.418222583,-0.0313,0.269759528,0.225824132,0.5081,0.5415,0.0,0.0,2.655
HCCI,Industrials,13.7972,0.1209,0.036,0.212144336,0.0581,2.504154431,1.179289982,0.1145,0.0556,0.0,0.0,2.703
INSW,Industrials,27.1581,-0.068,-0.329,0.233713442,-0.0881,0.200628837,0.146251679,0.8028,-0.0712,0.0,0.0,2.227
RCKY,Consumer Cyclical,7.8535,-0.002,0.058,0.344404695,0.096,10.95953507,1.368406232,0.0,0.0167,0.0,0.0181,5.244
KAMN,Industrials,13.3656,0.0385,0.029,0.293286588,0.0856,13.67805152,1.272283662,0.4638,0.0159,0.0,0.0143,2.59
USM,Communication Services,5.7353,0.0198,0.038,0.549029493,0.037,1.758421986,0.545367061,0.4003,0.1291,0.0,0.0,2.622
POWI,Technology,18.5818,-0.0366,0.168,0.516373165,0.1328,3.644987162,0.706568914,0.0,0.0593,0.1697,0.0105,6.873
JBSS,Consumer Defensive,13.5513,0.05,0.037,0.156253972,0.1337,7.107013224,2.137608722,0.2793,0.0149,0.0,0.033,2.115
CUB,Industrials,26.6832,0.0859,0.01,0.305517176,0.0176,10.23342351,0.921843568,0.2983,0.0263,0.0436,0.0037,2.035
RGR,Industrials,7.6849,-0.051,0.103,0.271082551,0.1928,5.992371027,1.477161642,0.0,0.0213,0.0,0.0207,3.261
LPTH,Technology,15.7209,0.1466,0.033,0.385166782,0.03,2.754238905,0.690311189,0.2103,0.0774,0.0498,0.0,3.344
TTEC,Industrials,10.1463,0.0215,0.024,0.232739696,0.1038,9.343381438,1.431161262,0.817,0.0288,0.0,0.0193,2.236
ULBI,Industrials,9.1102,0.0194,0.286,0.293416676,0.2385,8.115227103,0.72148484,0.0,0.048,0.0517,0.0,4.365
ESE,Technology,14.4465,0.1252,0.119,0.364426594,0.1213,5.717370363,0.609887426,0.2897,0.0391,0.0,0.0047,1.975
SQBG,Consumer Cyclical,11.8895,0.0149,-0.062,1.0,-0.0383,20.25455846,0.157560992,2.2298,0.0249,0.0,0.0,1.473
NRP,Basic Materials,4.0406,0.1307,0.393,0.894047653,0.3295,11.14404609,0.207589627,1.5886,0.0,0.0,0.0471,1.631
CSWI,Industrials,34.2691,0.1348,-0.036,0.453494859,-0.0447,5.988691645,0.95717924,0.0904,0.017,0.0,0.0,2.844
LRN,Consumer Defensive,4.7849,0.0329,0.03,0.354393539,0.047,31.79070251,1.236899953,0.0443,0.0471,0.0101,0.0,3.906
RAVN,Industrials,18.1302,0.3602,0.109,0.322182674,0.1486,3.550216409,1.154570184,0.0,0.0318,0.0449,0.0135,4.339
JJSF,Consumer Defensive,16.279,0.0498,0.091,0.295437354,0.1365,4.690530055,1.221297342,0.0014,0.0504,0.0,0.0121,3.247
CCF,Industrials,15.2432,0.1252,0.152,0.383731896,0.1748,8.652397625,0.897996328,0.1013,0.0123,0.0,0.0065,4.363
EDUC,Consumer Cyclical,9.517,0.0502,0.047,0.680096192,0.2556,4.019475602,1.810937952,1.0149,0.0128,0.0,0.0,1.568
FLXS,Consumer Cyclical,8.1313,0.0436,0.036,0.200782943,0.0731,5.391898595,1.72068957,0.0,0.0476,0.0,0.0224,4.633
MYE,Consumer Cyclical,17.9541,0.036,-0.006,0.316361262,-0.0217,8.657729911,1.625536004,0.4966,0.0044,0.0,0.0357,1.877
FC,Consumer Defensive,30.1759,0.1323,-0.028,0.706952774,-0.0731,9.801317695,0.980750438,0.5618,0.0454,0.0,0.0,1.056
NC,Consumer Cyclical,2.7381,0.292,0.257,0.221370268,0.1387,1.086877981,0.359093453,0.044,0.1546,0.0,0.0195,3.886
HBB,Technology,9.8859,0.0033,0.029,0.254329038,0.3329,32.84043305,2.249147315,0.7125,0.0109,0.0,0.0145,1.344
HOFT,Consumer Cyclical,8.9212,0.0752,0.046,0.217225344,0.1231,21.21891347,1.772940484,0.2323,0.0051,0.0,0.0129,3.539
KBAL,Technology,7.6591,0.0167,0.049,0.334439944,0.1784,8.339200114,2.125607916,0.001,0.0316,0.0,0.0171,1.694
LNDC,Consumer Defensive,15.332,0.1159,0.047,0.149435264,0.0983,3.284136471,1.295337569,0.2888,0.0639,0.0244,0.0,1.098
NWPX,Basic Materials,8.5874,0.2965,0.118,0.070264713,0.0929,1.664127524,0.634416805,0.0524,-0.0282,0.0,0.0,5.065
PRCP,Technology,14.0767,0.0865,0.047,0.37783524,0.0851,12.80704673,1.141353566,0.0037,0.0136,0.0942,0.0,2.09
ZEUS,Industrials,6.0217,0.2889,0.02,0.199481541,0.11,10.7455156,2.254490365,0.9855,0.0149,0.0,0.0056,4.382
SCL,Basic Materials,7.0834,0.0358,0.057,0.171277579,0.1397,3.274565933,1.316412631,0.3419,0.0435,0.0272,0.0125,2.463
FORR,Industrials,20.7127,0.0589,0.043,0.590290149,0.1015,16.24971597,1.011458911,0.0,0.0141,0.0,0.0179,1.243
STRL,Industrials,5.0441,0.0832,0.024,0.106326982,0.1532,19.95551838,2.150279854,0.4989,0.011,0.0,0.0,1.689
STCN,Industrials,15.0894,0.4778,0.055,0.156927927,0.3411,6.05126041,0.78019225,4.2124,-0.0036,0.0,0.0,0.956
INFU,Healthcare,8.2708,-0.0554,-0.016,0.58116119,-0.0536,2.692736534,1.047836062,1.6508,0.0742,0.0,0.0,1.186
GHC,Consumer Cyclical,6.5363,0.0402,0.101,0.374090029,0.093,9.198580617,0.565898992,0.1636,0.0364,0.0,0.0083,1.887
AMOT,Technology,15.3711,0.2325,0.051,0.294268394,0.1564,6.466347455,1.088713324,1.2033,0.0461,0.0641,0.0026,2.487
CSV,Consumer Cyclical,11.6705,0.0382,0.043,0.283392788,0.0526,0.798079787,0.292088737,1.6541,0.0505,0.0,0.0194,0.838
CVU,Industrials,10.5531,0.0326,0.026,0.21642346,0.0237,32.97561441,0.58400337,0.3249,0.0067,0.0,0.0,3.35
EBF,Industrials,6.9343,0.0372,0.089,0.316615834,0.1257,8.063322297,1.123640492,0.1146,0.007,0.0,0.0397,5.524
LIND,Consumer Cyclical,15.7144,0.1622,0.037,0.50362892,0.0978,1.08306554,0.654263016,1.6381,0.1755,0.0,0.0,0.942
NTWK,Technology,4.3223,-0.0679,0.071,0.479349964,0.0686,3.769156037,0.610681003,0.1422,0.0247,0.014,0.0,2.548
PANL,Industrials,5.5738,-0.0336,0.048,0.190459847,0.1098,1.105200678,0.822472427,1.0479,0.0469,0.0,0.0,1.436
TYHT,Healthcare,1.0065,0.3068,0.173,0.336858642,0.1057,3.75279791,0.528247867,0.0323,0.0388,0.0,0.0,5.893
WDFC,Basic Materials,28.6579,0.0736,0.16,0.551415115,0.4194,11.23629562,1.288460507,0.5557,0.0291,0.0,0.0119,1.955
NP,Basic Materials,13.6798,0.0561,0.035,0.17721519,0.0933,2.612064614,1.201695309,0.6128,0.032,0.0,0.0278,2.3
LILA,Communication Services,8.853,0.0322,-0.093,0.759883423,-0.1109,0.874625316,0.275586394,2.1468,0.2095,0.0,0.0,1.022
LMNR,Consumer Defensive,23.5648,0.0666,0.152,0.209417893,0.0924,0.388747848,0.307097136,0.3664,0.2197,0.0,0.0101,1.147
WEYS,Consumer Cyclical,9.1247,0.0515,0.069,0.402446586,0.0996,10.39380639,1.104912533,0.0284,0.0047,0.0,0.0312,4.265
ALOT,Technology,10.754,0.1519,0.029,0.38802127,0.0516,11.62848646,0.927137753,0.3637,0.0194,0.0657,0.0207,2.429
VOXX,Consumer Cyclical,2.4587,-0.0145,0.07,0.260893487,0.0774,7.770453118,0.880912508,0.0371,0.0123,0.0521,0.0,2.787
SORL,Consumer Cyclical,2.3794,0.1985,0.027,0.261758179,0.0875,4.872810064,0.589207809,1.4351,0.1188,0.035,0.0,1.084
BSM,Energy,8.1264,0.4187,0.485,0.864200549,0.3269,0.386810933,0.348299892,0.4534,0.2687,0.013,0.0861,2.432
CRMT,Consumer Cyclical,10.6677,0.0416,0.06,0.485017176,0.1584,21.410121,1.34377195,0.6612,0.0028,0.0,0.0,1.436231303
PCYG,Technology,34.3575,0.1635,0.129,0.701061767,0.0859,11.62037664,0.447041632,0.1262,0.0143,0.0,0.0,2.97
USAK,Industrials,5.8634,0.196,0.023,0.431786691,0.1502,2.369545444,1.648206157,1.9747,0.0087,0.0,0.0,1.063
WHG,Financial Services,5.1065,-0.0858,0.219,1.0,0.166,9.298965937,0.614008224,0.0668,0.0081,0.0,0.0812,5.151
FARM,Consumer Defensive,15.5343,0.1201,-0.031,0.341919135,-0.0798,3.250695379,1.275508852,0.3928,0.0578,0.0,0.0,0.972
TG,Industrials,7.8192,0.0818,0.023,0.22462566,0.07,4.798943815,1.549295775,0.286,0.036,0.0171,0.0277,1.734
UHT,Real Estate,18.6615,0.0534,0.317,1.0,0.1218,0.174102757,0.157538098,1.3155,0.1616,0.0,0.0437,1.530983228
IESC,Industrials,11.7949,0.0815,-0.016,0.171027841,-0.0652,34.56978395,2.077821012,0.1361,0.0052,0.0,0.0,1.598
KAI,Industrials,9.448,0.2306,0.095,0.439077228,0.162,7.90680789,0.873285392,0.4714,0.0258,0.0166,0.0107,1.96
UBA,Real Estate,13.8574,0.0954,0.186,0.681009516,0.0644,0.121058069,0.134246747,0.5538,0.1189,0.0,0.0542,1.490509141
BREW,Consumer Defensive,19.4323,-0.0061,0.02,0.331365854,0.0304,1.821608107,0.873495533,0.3481,-0.0522,0.0,0.0,1.361
ATNI,Communication Services,7.854,-0.0623,0.044,0.58442799,0.0285,0.719798294,0.407482498,0.1308,0.3968,0.0,0.0095,1.961
CNTY,Consumer Cyclical,12.2314,0.0965,0.02,0.467798837,0.0192,0.903329644,0.605892585,0.3376,0.3361,0.0,0.0,1.099
MTSC,Technology,12.2745,-0.0126,0.079,0.392694645,0.1283,8.619038651,0.682845999,0.8126,0.0071,0.0447,0.0222,1.791
NPK,Industrials,10.5342,-0.0309,0.124,0.234701547,0.1091,8.259893212,0.781680198,0.0,0.0269,0.0,0.0513,7.417
TAT,Energy,2.0623,0.2498,-0.074,0.583367472,-0.42,0.811251561,0.533853695,1.7715,0.3748,0.0126,0.0,1.059
TGLS,Basic Materials,8.61,0.1798,0.024,0.324049016,0.0682,2.486504601,0.757459563,1.8308,0.0354,0.0,0.052,2.393
TITN,Industrials,18.8103,-0.0076,-0.006,0.180529026,-0.0219,7.895595411,1.568582732,0.3075,0.0177,0.0,0.0,1.825
TLYS,Consumer Cyclical,5.4177,0.014,0.025,0.303987353,0.0916,6.923812724,1.988545764,0.0,0.0238,0.0,0.0506,2.123
COKE,Consumer Defensive,14.1429,0.0788,-0.004,0.336343691,-0.0556,4.560369612,1.536702539,3.1817,0.0279,0.0,0.0056,1.325
TRC,Real Estate,37.8841,0.294,0.093,0.222297727,0.0101,0.130929557,0.086228471,0.1569,0.495,0.0,0.0,5.851
KNDI,Consumer Cyclical,30.1027,0.0937,-0.051,0.180075205,-0.0252,1.370437724,0.262199522,0.3197,-0.0061,0.0897,0.0,1.015
PFSW,Industrials,7.0047,-0.002,0.004,0.261518886,0.0264,15.17305545,1.841952189,0.9007,0.015,0.0,0.0,1.279
CLAR,Consumer Cyclical,19.9742,0.2429,0.034,0.348645476,0.0439,9.065467288,0.99536898,0.1332,0.0158,0.0,0.0049,4.991
PLOW,Consumer Cyclical,11.6228,0.1035,0.084,0.295553813,0.1553,9.49482743,0.775025769,0.9899,0.0185,0.0,0.0295,2.518
TWIN,Industrials,13.2759,0.4314,0.04,0.334981079,0.0666,4.340112139,0.997898358,0.0794,0.0257,0.0,0.0,2.555
SYNL,Basic Materials,8.0612,0.3962,0.047,0.182442245,0.1278,6.862435163,1.229609623,0.7455,0.0262,0.0,0.0151,4.497
TRT,Technology,2.9055,0.0992,0.028,0.251127216,0.0539,3.549308756,1.161402643,0.2102,0.0535,0.0106,0.0,1.94
VPG,Technology,7.4257,0.1787,0.079,0.404501091,0.1083,5.045423181,0.91853436,0.124,0.048,0.0,0.0,3.922
NHC,Healthcare,8.7152,0.0171,0.06,1.0,0.0804,1.833627607,0.906934469,0.1064,0.026,0.0,0.0252,2.039
VSEC,Industrials,6.3534,-0.0827,0.05,0.103641903,0.1068,14.0551143,1.091401754,0.5466,0.0043,0.0,0.01,2.681
MGEE,Utilities,13.7821,-0.0059,0.15,0.304803061,0.1536,0.370838429,0.305068802,0.9349,0.3791,0.0,0.022,1.34
CVCO,Consumer Cyclical,15.9539,0.1259,0.071,0.207383771,0.1345,13.7516376,1.291139334,0.1308,0.0091,0.0,0.0,2.374
SP,Industrials,10.0232,-0.0768,0.036,0.125306456,0.1444,36.43672457,1.369392894,1.0494,0.0059,0.0,0.0,0.842
ALG,Industrials,7.785,0.1057,0.073,0.253875312,0.1448,7.688723249,1.397970991,0.1681,0.025,0.0,0.0057,4.49
IOSP,Basic Materials,8.4862,0.1302,0.058,0.294535852,0.103,7.519857434,1.002375458,0.2556,0.0204,0.0226,0.0144,2.238
NINE,Energy,29.186,0.5215,-0.064,0.227129963,-0.0891,3.908327191,0.724846035,0.7195,0.0516,0.0,0.0,3.077
GWRS,Utilities,18.1128,0.138,0.087,0.768295087,0.1113,0.156415846,0.135315342,4.1102,0.1348,0.0,0.028,1.81
DHIL,Financial Services,6.5527,0.0029,0.325,1.0,0.2422,39.56768262,0.447084126,0.0,0.0054,0.0,0.0535,2.375393682
OPY,Financial Services,0.8795,0.0411,0.03,0.976011163,0.053,33.0534704,0.427687369,1.4372,0.0091,0.0,0.0172,1.31775605
KWR,Basic Materials,20.8534,0.0578,0.069,0.360007838,0.1367,10.33709472,1.222435938,0.0841,0.0149,0.0,0.0082,2.763
ULH,Industrials,6.4891,0.2014,0.036,0.183551708,0.2493,4.82039613,1.733633637,1.9133,0.0429,0.0,0.0213,1.245
ERA,Industrials,4.2179,-0.0417,0.063,0.316466374,0.03,0.369956976,0.289824452,0.3502,-0.0919,0.0,0.0,4.023
JOUT,Consumer Cyclical,9.6484,0.1095,0.075,0.444376667,0.1457,9.730539564,1.374636305,0.0,0.0328,0.0376,0.0047,3.079
KEQU,Industrials,7.2464,0.1407,0.033,0.203473584,0.1106,10.78030148,1.857597875,0.1323,0.0215,0.0,0.0189,2.332
MLR,Consumer Cyclical,5.7804,0.1571,0.047,0.117093294,0.1483,8.590295715,1.933017187,0.0696,0.0185,0.0,0.0267,2.214
NODK,Financial Services,6.6679,0.1228,0.146,0.439242831,0.1141,30.42986101,0.463192378,0.0,0.0073,0.0,0.0,0.871838302
NTIC,Basic Materials,18.1399,0.2996,0.13,0.33562355,0.1263,7.173395058,0.809212262,0.0,0.0132,0.0685,0.011,3.954
RELL,Technology,7.3344,0.1924,0.023,0.33748744,0.0283,8.951952611,0.981260033,0.0,0.0321,0.0,0.0255,4.602
SDPI,Energy,7.8889,0.1699,-0.003,0.61209856,-0.0079,2.217990766,0.929020454,1.4677,0.0408,0.0,0.0,1.294
SGC,Consumer Cyclical,11.7425,0.2981,0.049,0.351370001,0.1125,12.03900031,1.033615251,0.7787,0.0141,0.0,0.0221,4.251
STRS,Real Estate,37.277,0.0904,-0.046,0.153504566,-0.0321,0.494557608,0.176437533,2.3836,0.707,0.0,0.0,2.611250106
WSTL,Technology,5.1232,-0.0697,0.001,0.42963962,0.0006,36.58775765,0.968871467,0.0,0.007,0.1259,0.0,6.63
VRTS,Financial Services,10.0042,0.2975,0.122,1.0,0.1199,27.40076412,0.192380514,3.0948,0.0212,0.0,0.0239,2.641
YORW,Utilities,17.9296,-0.0031,0.276,0.776720276,0.106,0.161526123,0.140340152,0.7477,0.3485,0.0,0.021,0.831
SENEA,Consumer Defensive,20.2012,-0.0787,-0.007,0.069656392,-0.0206,4.497874628,1.130290763,1.0936,0.0281,0.0,0.0,5.346
EML,Industrials,6.8841,0.1471,0.062,0.250666648,0.1497,7.847536411,1.292571629,0.296,0.0231,0.0297,0.0182,3.356
PFMT,Industrials,18.3441,0.1789,-0.051,1.0,-0.1037,6.994742754,1.130002395,0.5611,0.0491,0.0,0.0,2.254
CRVL,Financial Services,11.8046,0.0765,0.064,0.192089191,0.2085,8.050493108,2.037743975,0.0,0.0496,0.0,0.0,1.667
BH,Consumer Cyclical,7.5371,-0.0356,0.024,0.183301765,0.034,2.948113688,0.78669209,0.4307,0.0157,0.0,0.0,0.935
MXC,Energy,10.2035,0.0712,-0.119,0.604305356,-0.0383,0.304669553,0.260094891,0.0833,-0.765,0.0,0.0,3.072
GFN,Industrials,11.8176,0.2541,-0.034,0.463890217,-0.0588,0.768880978,0.50356466,3.0239,0.0737,0.0,0.0,1.225871785
UFPT,Consumer Cyclical,8.8334,0.2882,0.075,0.253645218,0.1019,3.302668771,1.00452009,0.179,0.0281,0.0,0.0,2.693
WIRE,Technology,7.3548,0.1069,0.061,0.147221621,0.1085,4.31491204,1.575291543,0.0,0.0203,0.0,0.0016,7.058
BRID,Consumer Defensive,8.885,0.0421,0.037,0.324268179,0.0992,5.339083277,1.716919227,0.0,0.0695,0.0,0.0,2.897
DWSN,Energy,9.8709,-0.0152,-0.158,0.13764628,-0.2086,2.154792357,1.023034808,0.1092,0.0993,0.0,0.1101,2.823
BSET,Consumer Cyclical,6.089,0.0096,0.018,0.606919044,0.0432,4.356684436,1.566497852,0.0,0.0342,0.0,0.0413,1.816
